gene	chromosome	start	end	bin	TAD
RBBP4	chr1	32651147	32651148	326512	hg38_H1_59
SYNC	chr1	32702760	32702761	327028	hg38_H1_59
SYNC	chr1	32702760	32702761	327028	hg38_H1_59
RBBP4	chr1	32651147	32651148	326512	hg38_H1_59
RBBP4	chr1	32651357	32651358	326514	hg38_H1_59
HPCA	chr1	32886496	32886497	328865	hg38_H1_60
S100PBP	chr1	32817441	32817442	328175	hg38_H1_59
S100PBP	chr1	32817517	32817518	328176	hg38_H1_59
FNDC5	chr1	32872492	32872493	328725	hg38_H1_59
YARS	chr1	32818032	32818033	328181	hg38_H1_59
FNDC5	chr1	32870813	32870814	328709	hg38_H1_59
N/A	chr1	32870813	32870814	328709	hg38_H1_59
RNF19B	chr1	32964813	32964814	329649	hg38_H1_60
RNF19B	chr1	32964813	32964814	329649	hg38_H1_60
RNF19B	chr1	32964813	32964814	329649	hg38_H1_60
N/A	chr1	33082177	33082178	330822	hg38_H1_61
N/A	chr1	33081128	33081129	330812	hg38_H1_60
N/A	chr1	33081128	33081129	330812	hg38_H1_60
AZIN2	chr1	33081112	33081113	330812	hg38_H1_60
AZIN2	chr1	33081112	33081113	330812	hg38_H1_60
N/A	chr1	33082177	33082178	330822	hg38_H1_61
N/A	chr1	33082177	33082178	330822	hg38_H1_61
A3GALT2	chr1	33321098	33321099	333211	hg38_H1_61
PHC2	chr1	33349898	33349899	333499	hg38_H1_61
N/A	chr1	33332492	33332493	333325	hg38_H1_61
RP11-415J8.5	chr1	33350351	33350352	333504	hg38_H1_61
PHC2	chr1	33375593	33375594	333756	hg38_H1_61
ZSCAN20	chr1	33472630	33472631	334727	hg38_H1_61
HMGB4	chr1	33860474	33860475	338605	hg38_H1_62
HMGB4	chr1	33864078	33864079	338641	hg38_H1_62
CSMD2-AS1	chr1	33868955	33868956	338690	hg38_H1_62
MIR552	chr1	34669694	34669695	346697	hg38_H1_63
GJB5	chr1	34755046	34755047	347551	hg38_H1_63
SMIM12	chr1	34859816	34859817	348599	hg38_H1_64
GJB3	chr1	34782309	34782310	347824	hg38_H1_63
GJB3	chr1	34781188	34781189	347812	hg38_H1_63
SMIM12	chr1	34859737	34859738	348598	hg38_H1_64
GJB4	chr1	34759740	34759741	347598	hg38_H1_63
GJA4	chr1	34792997	34792998	347930	hg38_H1_63
SMIM12	chr1	34859045	34859046	348591	hg38_H1_64
RP11-244H3.1	chr1	34978706	34978707	349788	hg38_H1_64
DLGAP3	chr1	34929585	34929586	349296	hg38_H1_64
ZMYM6NB	chr1	34985347	34985348	349854	hg38_H1_64
N/A	chr1	35079362	35079363	350794	hg38_H1_64
ZMYM1	chr1	35079362	35079363	350794	hg38_H1_64
N/A	chr1	35079362	35079363	350794	hg38_H1_64
ZMYM1	chr1	35059785	35059786	350598	hg38_H1_64
ZMYM1	chr1	35079362	35079363	350794	hg38_H1_64
SFPQ	chr1	35193142	35193143	351932	hg38_H1_65
TFAP2E	chr1	35573369	35573370	355734	hg38_H1_66
PSMB2	chr1	35631537	35631538	356316	hg38_H1_66
N/A	chr1	35641551	35641552	356416	hg38_H1_66
PSMB2	chr1	35641844	35641845	356419	hg38_H1_66
NCDN	chr1	35557791	35557792	355578	hg38_H1_65
NCDN	chr1	35557791	35557792	355578	hg38_H1_65
NCDN	chr1	35557791	35557792	355578	hg38_H1_65
C1ORF216	chr1	35719189	35719190	357192	hg38_H1_66
CLSPN	chr1	35769950	35769951	357700	hg38_H1_66
CLSPN	chr1	35769950	35769951	357700	hg38_H1_66
AGO4	chr1	35808226	35808227	358083	hg38_H1_67
TRAPPC3	chr1	36149514	36149515	361496	hg38_H1_68
TRAPPC3	chr1	36149514	36149515	361496	hg38_H1_68
COL8A2	chr1	36125084	36125085	361251	hg38_H1_68
TRAPPC3	chr1	36156053	36156054	361561	hg38_H1_68
TRAPPC3	chr1	36149514	36149515	361496	hg38_H1_68
COL8A2	chr1	36125084	36125085	361251	hg38_H1_68
TRAPPC3	chr1	36149514	36149515	361496	hg38_H1_68
TEKT2	chr1	36084074	36084075	360841	hg38_H1_68
ADPRHL2	chr1	36088851	36088852	360889	hg38_H1_68
N/A	chr1	36149514	36149515	361496	hg38_H1_68
N/A	chr1	36149514	36149515	361496	hg38_H1_68
THRAP3	chr1	36224415	36224416	362245	hg38_H1_68
LSM10	chr1	36397959	36397960	363980	hg38_H1_68
STK40	chr1	36385927	36385928	363860	hg38_H1_68
STK40	chr1	36385927	36385928	363860	hg38_H1_68
SH3D21	chr1	36307106	36307107	363072	hg38_H1_68
STK40	chr1	36385927	36385928	363860	hg38_H1_68
N/A	chr1	36323648	36323649	363237	hg38_H1_68
N/A	chr1	36323648	36323649	363237	hg38_H1_68
EVA1B	chr1	36324154	36324155	363242	hg38_H1_68
MRPS15	chr1	36464439	36464440	364645	hg38_H1_68
CSF3R	chr1	36483314	36483315	364834	hg38_H1_69
CSF3R	chr1	36483314	36483315	364834	hg38_H1_69
CSF3R	chr1	36483314	36483315	364834	hg38_H1_69
MIR4255	chr1	37161562	37161563	371616	hg38_H1_69
MIR6732	chr1	37480229	37480230	374803	hg38_H1_69
ZC3H12A	chr1	37474517	37474518	374746	hg38_H1_69
LINC01137	chr1	37474443	37474444	374745	hg38_H1_69
MEAF6	chr1	37514819	37514820	375149	hg38_H1_70
MEAF6	chr1	37514819	37514820	375149	hg38_H1_70
MEAF6	chr1	37514819	37514820	375149	hg38_H1_70
SNIP1	chr1	37554344	37554345	375544	hg38_H1_70
DNALI1	chr1	37556918	37556919	375570	hg38_H1_70
GNL2	chr1	37595985	37595986	375960	hg38_H1_70
MIR5581	chr1	37500994	37500995	375010	hg38_H1_70
N/A	chr1	37514819	37514820	375149	hg38_H1_70
N/A	chr1	37514819	37514820	375149	hg38_H1_70
N/A	chr1	37514819	37514820	375149	hg38_H1_70
N/A	chr1	37690595	37690596	376906	hg38_H1_70
N/A	chr1	37690595	37690596	376906	hg38_H1_70
N/A	chr1	37692400	37692401	376925	hg38_H1_70
C1ORF109	chr1	37690595	37690596	376906	hg38_H1_70
CDCA8	chr1	37692400	37692401	376925	hg38_H1_70
MANEAL	chr1	37794101	37794102	377942	hg38_H1_70
C1ORF122	chr1	37807800	37807801	378079	hg38_H1_71
YRDC	chr1	37808193	37808194	378082	hg38_H1_71
MANEAL	chr1	37795487	37795488	377955	hg38_H1_70
C1ORF122	chr1	37807800	37807801	378079	hg38_H1_71
MTF1	chr1	37859620	37859621	378597	hg38_H1_71
EPHA10	chr1	37765152	37765153	377652	hg38_H1_70
MANEAL	chr1	37794101	37794102	377942	hg38_H1_70
SF3A3	chr1	37990089	37990090	379901	hg38_H1_71
FHL3	chr1	38005515	38005516	380056	hg38_H1_71
N/A	chr1	38005515	38005516	380056	hg38_H1_71
MIR3659	chr1	38089230	38089231	380893	hg38_H1_71
UTP11L	chr1	38012711	38012712	380128	hg38_H1_71
POU3F1	chr1	38046778	38046779	380468	hg38_H1_71
LINC01343	chr1	38214767	38214768	382148	hg38_H1_71
MYCBP	chr1	38873378	38873379	388734	hg38_H1_72
N/A	chr1	38859823	38859824	388599	hg38_H1_72
GJA9	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38881626	38881627	388817	hg38_H1_72
N/A	chr1	38873378	38873379	388734	hg38_H1_72
RRAGC	chr1	38859823	38859824	388599	hg38_H1_72
NDUFS5	chr1	39026294	39026295	390263	hg38_H1_72
AKIRIN1	chr1	38991243	38991244	389913	hg38_H1_72
NDUFS5	chr1	39026294	39026295	390263	hg38_H1_72
AKIRIN1	chr1	38991243	38991244	389913	hg38_H1_72
MACF1	chr1	39409503	39409504	394096	hg38_H1_73
PABPC4	chr1	39576849	39576850	395769	hg38_H1_73
PABPC4	chr1	39576849	39576850	395769	hg38_H1_73
PABPC4	chr1	39576849	39576850	395769	hg38_H1_73
N/A	chr1	39559698	39559699	395597	hg38_H1_73
SNORA55	chr1	39567510	39567511	395676	hg38_H1_73
N/A	chr1	39565069	39565070	395651	hg38_H1_73
BMP8A	chr1	39491645	39491646	394917	hg38_H1_73
HEYL	chr1	39639676	39639677	396397	hg38_H1_73
HPCAL4	chr1	39691485	39691486	396915	hg38_H1_73
HPCAL4	chr1	39691485	39691486	396915	hg38_H1_73
HPCAL4	chr1	39691710	39691711	396918	hg38_H1_73
NT5C1A	chr1	39672038	39672039	396721	hg38_H1_73
BMP8B	chr1	39788861	39788862	397889	hg38_H1_74
PPIE	chr1	39738844	39738845	397389	hg38_H1_73
PPIE	chr1	39738844	39738845	397389	hg38_H1_73
N/A	chr1	39738844	39738845	397389	hg38_H1_73
N/A	chr1	39738844	39738845	397389	hg38_H1_73
OXCT2	chr1	39771348	39771349	397714	hg38_H1_74
PPIE	chr1	39738844	39738845	397389	hg38_H1_73
MFSD2A	chr1	39955111	39955112	399552	hg38_H1_74
MYCL	chr1	39902015	39902016	399021	hg38_H1_74
MFSD2A	chr1	39955111	39955112	399552	hg38_H1_74
MYCL	chr1	39902015	39902016	399021	hg38_H1_74
N/A	chr1	39955111	39955112	399552	hg38_H1_74
MFSD2A	chr1	39955111	39955112	399552	hg38_H1_74
MYCL	chr1	39902015	39902016	399021	hg38_H1_74
MFSD2A	chr1	39955111	39955112	399552	hg38_H1_74
CAP1	chr1	40040582	40040583	400406	hg38_H1_74
N/A	chr1	40040582	40040583	400406	hg38_H1_74
PPT1	chr1	40097470	40097471	400975	hg38_H1_75
PPT1	chr1	40097470	40097471	400975	hg38_H1_75
ZMPSTE24	chr1	40258049	40258050	402581	hg38_H1_75
COL9A2	chr1	40317267	40317268	403173	hg38_H1_75
TMCO2	chr1	40247900	40247901	402480	hg38_H1_75
SMAP2	chr1	40396799	40396800	403968	hg38_H1_75
SMAP2	chr1	40373705	40373706	403738	hg38_H1_75
ZFP69	chr1	40477629	40477630	404777	hg38_H1_75
SMAP2	chr1	40393344	40393345	403934	hg38_H1_75
SMAP2	chr1	40374632	40374633	403747	hg38_H1_75
ZFP69B	chr1	40450664	40450665	404507	hg38_H1_75
ZNF684	chr1	40531560	40531561	405316	hg38_H1_76
EXO5	chr1	40508760	40508761	405088	hg38_H1_75
N/A	chr1	40692261	40692262	406923	hg38_H1_76
MIR30E	chr1	40754354	40754355	407544	hg38_H1_76
MIR30C1	chr1	40757283	40757284	407573	hg38_H1_76
KCNQ4	chr1	40784011	40784012	407841	hg38_H1_76
CITED4	chr1	40862346	40862347	408624	hg38_H1_76
KCNQ4	chr1	40784011	40784012	407841	hg38_H1_76
CTPS1	chr1	40979298	40979299	409793	hg38_H1_76
SLFNL1	chr1	41021755	41021756	410218	hg38_H1_77
SLFNL1	chr1	41021755	41021756	410218	hg38_H1_77
N/A	chr1	40979298	40979299	409793	hg38_H1_76
SLFNL1	chr1	41021755	41021756	410218	hg38_H1_77
N/A	chr1	40988447	40988448	409885	hg38_H1_76
FOXO6	chr1	41361930	41361931	413620	hg38_H1_77
EDN2	chr1	41484683	41484684	414847	hg38_H1_78
N/A	chr1	41484683	41484684	414847	hg38_H1_78
N/A	chr1	41484683	41484684	414847	hg38_H1_78
HIVEP3	chr1	41918825	41918826	419189	hg38_H1_78
GUCA2B	chr1	42153420	42153421	421535	hg38_H1_78
GUCA2A	chr1	42164724	42164725	421648	hg38_H1_79
N/A	chr1	42456340	42456341	424564	hg38_H1_79
ZMYND12	chr1	42456267	42456268	424563	hg38_H1_79
PPCS	chr1	42456493	42456494	424565	hg38_H1_79
N/A	chr1	42456493	42456494	424565	hg38_H1_79
PPCS	chr1	42456493	42456494	424565	hg38_H1_79
N/A	chr1	42456493	42456494	424565	hg38_H1_79
N/A	chr1	42456493	42456494	424565	hg38_H1_79
N/A	chr1	42456340	42456341	424564	hg38_H1_79
RIMKLA	chr1	42380796	42380797	423808	hg38_H1_79
N/A	chr1	42456267	42456268	424563	hg38_H1_79
YBX1	chr1	42682394	42682395	426824	hg38_H1_79
PPIH	chr1	42658376	42658377	426584	hg38_H1_79
N/A	chr1	42787989	42787990	427880	hg38_H1_80
P3H1	chr1	42767084	42767085	427671	hg38_H1_80
CLDN19	chr1	42740254	42740255	427403	hg38_H1_79
CLDN19	chr1	42740254	42740255	427403	hg38_H1_79
CLDN19	chr1	42740254	42740255	427403	hg38_H1_79
P3H1	chr1	42767084	42767085	427671	hg38_H1_80
CCDC23	chr1	42817388	42817389	428174	hg38_H1_80
ERMAP	chr1	42817104	42817105	428172	hg38_H1_80
C1ORF50	chr1	42767244	42767245	427673	hg38_H1_80
N/A	chr1	42767244	42767245	427673	hg38_H1_80
ERMAP	chr1	42825577	42825578	428256	hg38_H1_80
P3H1	chr1	42767084	42767085	427671	hg38_H1_80
ZNF691	chr1	42846572	42846573	428466	hg38_H1_80
ZNF691	chr1	42846572	42846573	428466	hg38_H1_80
SLC2A1-AS1	chr1	42959048	42959049	429591	hg38_H1_80
SLC2A1	chr1	42959176	42959177	429592	hg38_H1_80
EBNA1BP2	chr1	43172315	43172316	431724	hg38_H1_81
N/A	chr1	43172329	43172330	431724	hg38_H1_81
CFAP57	chr1	43172329	43172330	431724	hg38_H1_81
N/A	chr1	43171712	43171713	431718	hg38_H1_81
EBNA1BP2	chr1	43172570	43172571	431726	hg38_H1_81
FAM183A	chr1	43147922	43147923	431480	hg38_H1_80
MPL	chr1	43337803	43337804	433379	hg38_H1_81
ELOVL1	chr1	43368074	43368075	433681	hg38_H1_81
CDC20	chr1	43358954	43358955	433590	hg38_H1_81
ELOVL1	chr1	43367738	43367739	433678	hg38_H1_81
N/A	chr1	43368074	43368075	433681	hg38_H1_81
ELOVL1	chr1	43368074	43368075	433681	hg38_H1_81
C1ORF210	chr1	43285579	43285580	432856	hg38_H1_81
MIR6734	chr1	43364715	43364716	433648	hg38_H1_81
N/A	chr1	43300894	43300895	433009	hg38_H1_81
C1ORF210	chr1	43285617	43285618	432857	hg38_H1_81
TMEM125	chr1	43269993	43269994	432700	hg38_H1_81
TIE1	chr1	43300894	43300895	433009	hg38_H1_81
N/A	chr1	43368074	43368075	433681	hg38_H1_81
HYI	chr1	43453989	43453990	434540	hg38_H1_81
SZT2	chr1	43389884	43389885	433899	hg38_H1_81
HYI	chr1	43453989	43453990	434540	hg38_H1_81
MIR6735	chr1	43448538	43448539	434486	hg38_H1_81
HYI	chr1	43453989	43453990	434540	hg38_H1_81
PTPRF	chr1	43530875	43530876	435309	hg38_H1_81
PTPRF	chr1	43530875	43530876	435309	hg38_H1_81
KDM4A	chr1	43650125	43650126	436502	hg38_H1_81
RP11-184I16.4	chr1	43727343	43727344	437274	hg38_H1_82
N/A	chr1	43707341	43707342	437074	hg38_H1_81
N/A	chr1	43838621	43838622	438387	hg38_H1_82
DPH2	chr1	43969980	43969981	439700	hg38_H1_82
SLC6A9	chr1	44017340	44017341	440174	hg38_H1_82
ATP6V0B	chr1	43974647	43974648	439747	hg38_H1_82
IPO13	chr1	43946805	43946806	439469	hg38_H1_82
CCDC24	chr1	43991607	43991608	439917	hg38_H1_82
ATP6V0B	chr1	43974647	43974648	439747	hg38_H1_82
SLC6A9	chr1	44017340	44017341	440174	hg38_H1_82
B4GALT2	chr1	43979201	43979202	439793	hg38_H1_82
DPH2	chr1	43969980	43969981	439700	hg38_H1_82
B4GALT2	chr1	43979935	43979936	439800	hg38_H1_82
N/A	chr1	44031492	44031493	440315	hg38_H1_82
N/A	chr1	44017340	44017341	440174	hg38_H1_82
ARTN	chr1	43933319	43933320	439334	hg38_H1_82
N/A	chr1	44017340	44017341	440174	hg38_H1_82
B4GALT2	chr1	43980504	43980505	439806	hg38_H1_82
ARTN	chr1	43933319	43933320	439334	hg38_H1_82
ARTN	chr1	43933319	43933320	439334	hg38_H1_82
ATP6V0B	chr1	43974647	43974648	439747	hg38_H1_82
SLC6A9	chr1	44031492	44031493	440315	hg38_H1_82
KLF17	chr1	44118849	44118850	441189	hg38_H1_83
DMAP1	chr1	44213452	44213453	442135	hg38_H1_83
N/A	chr1	44213452	44213453	442135	hg38_H1_83
ERI3-IT1	chr1	44244283	44244284	442443	hg38_H1_83
N/A	chr1	44244283	44244284	442443	hg38_H1_83
DMAP1	chr1	44213452	44213453	442135	hg38_H1_83
MIR5584	chr1	44545492	44545493	445455	hg38_H1_83
TMEM53	chr1	44674608	44674609	446747	hg38_H1_83
N/A	chr1	44674608	44674609	446747	hg38_H1_83
TMEM53	chr1	44674608	44674609	446747	hg38_H1_83
N/A	chr1	44674608	44674609	446747	hg38_H1_83
N/A	chr1	44739817	44739818	447399	hg38_H1_84
KIF2C	chr1	44746361	44746362	447464	hg38_H1_84
N/A	chr1	44746361	44746362	447464	hg38_H1_84
RNU5D-1	chr1	44731168	44731169	447312	hg38_H1_84
RNU5F-1	chr1	44721901	44721902	447220	hg38_H1_84
BEST4	chr1	44787754	44787755	447878	hg38_H1_84
BTBD19	chr1	44808481	44808482	448085	hg38_H1_84
KIF2C	chr1	44739817	44739818	447399	hg38_H1_84
RPS8	chr1	44775573	44775574	447756	hg38_H1_84
TCTEX1D4	chr1	44807285	44807286	448073	hg38_H1_84
SNORD38B	chr1	44778389	44778390	447784	hg38_H1_84
SNORD46	chr1	44776491	44776492	447765	hg38_H1_84
SNORD55	chr1	44775864	44775865	447759	hg38_H1_84
SNORD38A	chr1	44777841	44777842	447779	hg38_H1_84
PLK3	chr1	44800224	44800225	448003	hg38_H1_84
HECTD3	chr1	45011355	45011356	450114	hg38_H1_84
UROD	chr1	45012132	45012133	450122	hg38_H1_84
N/A	chr1	45012132	45012133	450122	hg38_H1_84
MUTYH	chr1	45340115	45340116	453402	hg38_H1_84
MUTYH	chr1	45340115	45340116	453402	hg38_H1_84
LINC01144	chr1	45303909	45303910	453040	hg38_H1_84
MUTYH	chr1	45340470	45340471	453405	hg38_H1_84
MUTYH	chr1	45340470	45340471	453405	hg38_H1_84
MUTYH	chr1	45340470	45340471	453405	hg38_H1_84
HPDL	chr1	45326872	45326873	453269	hg38_H1_84
MUTYH	chr1	45340116	45340117	453402	hg38_H1_84
MUTYH	chr1	45339957	45339958	453400	hg38_H1_84
MUTYH	chr1	45340470	45340471	453405	hg38_H1_84
MUTYH	chr1	45339957	45339958	453400	hg38_H1_84
TOE1	chr1	45339669	45339670	453397	hg38_H1_84
MUTYH	chr1	45339957	45339958	453400	hg38_H1_84
MUTYH	chr1	45340470	45340471	453405	hg38_H1_84
N/A	chr1	45522890	45522891	455229	hg38_H1_84
N/A	chr1	45500079	45500080	455001	hg38_H1_84
MMACHC	chr1	45500183	45500184	455002	hg38_H1_84
AKR1A1	chr1	45550782	45550783	455508	hg38_H1_84
N/A	chr1	45521938	45521939	455220	hg38_H1_84
N/A	chr1	45550782	45550783	455508	hg38_H1_84
N/A	chr1	45550782	45550783	455508	hg38_H1_84
PRDX1	chr1	45521938	45521939	455220	hg38_H1_84
PRDX1	chr1	45521938	45521939	455220	hg38_H1_84
AKR1A1	chr1	45550782	45550783	455508	hg38_H1_84
N/A	chr1	45500079	45500080	455001	hg38_H1_84
N/A	chr1	45500079	45500080	455001	hg38_H1_84
GPBP1L1	chr1	45686630	45686631	456867	hg38_H1_85
CCDC17	chr1	45624059	45624060	456241	hg38_H1_85
N/A	chr1	45646685	45646686	456467	hg38_H1_85
TMEM69	chr1	45688174	45688175	456882	hg38_H1_85
CCDC17	chr1	45624059	45624060	456241	hg38_H1_85
PIK3R3	chr1	46133036	46133037	461331	hg38_H1_85
N/A	chr1	46132708	46132709	461328	hg38_H1_85
PIK3R3	chr1	46132795	46132796	461328	hg38_H1_85
PIK3R3	chr1	46132708	46132709	461328	hg38_H1_85
POMGNT1	chr1	46198449	46198450	461985	hg38_H1_85
POMGNT1	chr1	46220305	46220306	462204	hg38_H1_85
TSPAN1	chr1	46175076	46175077	461751	hg38_H1_85
N/A	chr1	46197499	46197500	461975	hg38_H1_85
N/A	chr1	46197499	46197500	461975	hg38_H1_85
LURAP1	chr1	46203333	46203334	462034	hg38_H1_85
LRRC41	chr1	46303366	46303367	463034	hg38_H1_85
NSUN4	chr1	46340176	46340177	463402	hg38_H1_85
UQCRH	chr1	46303612	46303613	463037	hg38_H1_85
NSUN4	chr1	46341177	46341178	463412	hg38_H1_85
N/A	chr1	46341177	46341178	463412	hg38_H1_85
N/A	chr1	46340176	46340177	463402	hg38_H1_85
N/A	chr1	46340176	46340177	463402	hg38_H1_85
N/A	chr1	46340176	46340177	463402	hg38_H1_85
N/A	chr1	46303612	46303613	463037	hg38_H1_85
N/A	chr1	46303612	46303613	463037	hg38_H1_85
DMBX1	chr1	46506995	46506996	465070	hg38_H1_86
N/A	chr1	46433826	46433827	464339	hg38_H1_86
DMBX1	chr1	46506995	46506996	465070	hg38_H1_86
LINC01398	chr1	46449704	46449705	464498	hg38_H1_86
KNCN	chr1	46551215	46551216	465513	hg38_H1_86
MKNK1	chr1	46604294	46604295	466043	hg38_H1_86
N/A	chr1	46604294	46604295	466043	hg38_H1_86
N/A	chr1	46604294	46604295	466043	hg38_H1_86
MOB3C	chr1	46615133	46615134	466152	hg38_H1_86
MKNK1	chr1	46604294	46604295	466043	hg38_H1_86
MOB3C	chr1	46616891	46616892	466169	hg38_H1_86
MKNK1	chr1	46604294	46604295	466043	hg38_H1_86
MKNK1-AS1	chr1	46538695	46538696	465387	hg38_H1_86
EFCAB14	chr1	46719064	46719065	467191	hg38_H1_86
TEX38	chr1	46671832	46671833	466719	hg38_H1_86
TEX38	chr1	46671832	46671833	466719	hg38_H1_86
TEX38	chr1	46671832	46671833	466719	hg38_H1_86
EFCAB14-AS1	chr1	46674035	46674036	466741	hg38_H1_86
N/A	chr1	46674035	46674036	466741	hg38_H1_86
N/A	chr1	46900475	46900476	469005	hg38_H1_87
CYP4B1	chr1	46798997	46798998	467990	hg38_H1_87
CYP4B1	chr1	46798997	46798998	467990	hg38_H1_87
CYP4X1	chr1	47023567	47023568	470236	hg38_H1_87
CYP4A11	chr1	46941484	46941485	469415	hg38_H1_87
CYP4A22	chr1	47137424	47137425	471375	hg38_H1_87
CYP4Z1	chr1	47067487	47067488	470675	hg38_H1_87
LINC00853	chr1	47179249	47179250	471793	hg38_H1_87
N/A	chr1	47137424	47137425	471375	hg38_H1_87
STIL	chr1	47314147	47314148	473142	hg38_H1_87
TAL1	chr1	47232335	47232336	472324	hg38_H1_87
N/A	chr1	47232335	47232336	472324	hg38_H1_87
STIL	chr1	47314147	47314148	473142	hg38_H1_87
N/A	chr1	47232335	47232336	472324	hg38_H1_87
STIL	chr1	47314147	47314148	473142	hg38_H1_87
N/A	chr1	47231715	47231716	472318	hg38_H1_87
STIL	chr1	47314147	47314148	473142	hg38_H1_87
N/A	chr1	47314147	47314148	473142	hg38_H1_87
N/A	chr1	47314147	47314148	473142	hg38_H1_87
TAL1	chr1	47231889	47231890	472319	hg38_H1_87
N/A	chr1	47231889	47231890	472319	hg38_H1_87
FOXD2	chr1	47436016	47436017	474361	hg38_H1_88
N/A	chr1	47333796	47333797	473338	hg38_H1_87
N/A	chr1	47333796	47333797	473338	hg38_H1_87
CMPK1	chr1	47333796	47333797	473338	hg38_H1_87
N/A	chr1	47437317	47437318	474374	hg38_H1_88
CMPK1	chr1	47333796	47333797	473338	hg38_H1_87
FOXD2-AS1	chr1	47434641	47434642	474347	hg38_H1_88
FOXE3	chr1	47416071	47416072	474161	hg38_H1_88
RP11-141A19.2	chr1	49257410	49257411	492575	hg38_H1_91
DMRTA2	chr1	50423447	50423448	504235	hg38_H1_92
CDKN2C	chr1	50968694	50968695	509687	hg38_H1_93
CDKN2C	chr1	50969969	50969970	509700	hg38_H1_93
MIR6500	chr1	51060017	51060018	510601	hg38_H1_93
MIR4421	chr1	51059836	51059837	510599	hg38_H1_93
TTC39A	chr1	51322268	51322269	513223	hg38_H1_94
TTC39A	chr1	51330564	51330565	513306	hg38_H1_94
TTC39A	chr1	51330202	51330203	513303	hg38_H1_94
TTC39A	chr1	51322268	51322269	513223	hg38_H1_94
N/A	chr1	51297961	51297962	512980	hg38_H1_93
TTC39A	chr1	51330564	51330565	513306	hg38_H1_94
TTC39A	chr1	51297961	51297962	512980	hg38_H1_93
N/A	chr1	51345116	51345117	513452	hg38_H1_94
N/A	chr1	51329653	51329654	513297	hg38_H1_94
MIR761	chr1	51836402	51836403	518365	hg38_H1_95
NRD1	chr1	51878040	51878041	518781	hg38_H1_95
NRD1	chr1	51878937	51878938	518790	hg38_H1_95
NRD1	chr1	51878937	51878938	518790	hg38_H1_95
RAB3B	chr1	51990764	51990765	519908	hg38_H1_95
KTI12	chr1	52033800	52033801	520339	hg38_H1_95
BTF3L4	chr1	52056184	52056185	520562	hg38_H1_95
BTF3L4	chr1	52056184	52056185	520562	hg38_H1_95
BTF3L4	chr1	52056184	52056185	520562	hg38_H1_95
TXNDC12-AS1	chr1	52050917	52050918	520510	hg38_H1_95
N/A	chr1	52404471	52404472	524045	hg38_H1_96
PRPF38A	chr1	52404546	52404547	524046	hg38_H1_96
ORC1	chr1	52404471	52404472	524045	hg38_H1_96
CC2D1B	chr1	52366205	52366206	523663	hg38_H1_96
N/A	chr1	52404471	52404472	524045	hg38_H1_96
FAM159A	chr1	52633393	52633394	526334	hg38_H1_96
GPX7	chr1	52602370	52602371	526024	hg38_H1_96
ECHDC2	chr1	52921774	52921775	529218	hg38_H1_97
ECHDC2	chr1	52921774	52921775	529218	hg38_H1_97
MIR1273G	chr1	52940313	52940314	529404	hg38_H1_97
MIR1273F	chr1	52928673	52928674	529287	hg38_H1_97
MIR5095	chr1	52934929	52934930	529350	hg38_H1_97
ECHDC2	chr1	52921774	52921775	529218	hg38_H1_97
N/A	chr1	52842510	52842511	528426	hg38_H1_97
ZYG11A	chr1	52842510	52842511	528426	hg38_H1_97
SCP2	chr1	53014937	53014938	530150	hg38_H1_97
SCP2	chr1	53014937	53014938	530150	hg38_H1_97
SCP2	chr1	53014937	53014938	530150	hg38_H1_97
SLC1A7	chr1	53142632	53142633	531427	hg38_H1_97
SLC1A7	chr1	53142632	53142633	531427	hg38_H1_97
SLC1A7	chr1	53142632	53142633	531427	hg38_H1_97
N/A	chr1	53142632	53142633	531427	hg38_H1_97
SLC1A7	chr1	53142632	53142633	531427	hg38_H1_97
CPT2	chr1	53196428	53196429	531965	hg38_H1_97
LRP8	chr1	53328149	53328150	533282	hg38_H1_98
LRP8	chr1	53328149	53328150	533282	hg38_H1_98
N/A	chr1	53328232	53328233	533283	hg38_H1_98
LRP8	chr1	53328149	53328150	533282	hg38_H1_98
MAGOH	chr1	53238610	53238611	532387	hg38_H1_97
N/A	chr1	53220639	53220640	532207	hg38_H1_97
LRP8	chr1	53328149	53328150	533282	hg38_H1_98
RP5-1024G6.5	chr1	53238609	53238610	532387	hg38_H1_97
N/A	chr1	53440020	53440021	534401	hg38_H1_98
DMRTB1	chr1	53459398	53459399	534594	hg38_H1_98
N/A	chr1	53838552	53838553	538386	hg38_H1_99
N/A	chr1	53838552	53838553	538386	hg38_H1_99
NDC1	chr1	53838552	53838553	538386	hg38_H1_99
DIO1	chr1	53894187	53894188	538942	hg38_H1_99
LRRC42	chr1	53946325	53946326	539464	hg38_H1_99
LRRC42	chr1	53946325	53946326	539464	hg38_H1_99
DIO1	chr1	53894187	53894188	538942	hg38_H1_99
DIO1	chr1	53894187	53894188	538942	hg38_H1_99
HSPB11	chr1	53945615	53945616	539457	hg38_H1_99
DIO1	chr1	53894187	53894188	538942	hg38_H1_99
TCEANC2	chr1	54053571	54053572	540536	hg38_H1_100
N/A	chr1	54053438	54053439	540535	hg38_H1_100
